id,description,summary,category,urgency
REC0334,Mon LaserJet Pro affiche erreur mémoire pleine impression simple page texte. Mémoire 1GB. Réinitialisation mémoire sans effet. Appareil de 23 mois.,Erreur mémoire page texte 1GB reset sans effet.,Printer,High
REC0335,Le WiFi de mon ProBook se déconnecte lors téléchargements. Navigation web OK. Pilotes réseau à jour. QoS routeur configuré. Problème récurrent.,WiFi déconnexion téléchargements web OK pilotes à jour QoS configuré récurrent.,Network,High
REC0336,Mon OfficeJet Pro imprime photos avec bandes horizontales fines. Espacement irrégulier. Têtes nettoyées multiples fois. Cartouches photo neuves. Appareil de 25 mois garantie expirée.,Photos bandes horizontales fines irrégulier têtes nettoyées cartouches neuves.,Printer,High
REC0337,Mon EliteBook affiche artefacts graphiques après 30 minutes jeu. Température GPU 80°C. Pilotes graphiques à jour. Pâte thermique renouvelée. Problème persiste.,Artefacts après 30min jeu GPU 80°C pilotes à jour pâte renouvelée.,Hardware,High
REC0338,Mon imprimante Pavilion bourre papier uniquement impression photo. Documents normaux OK. Rouleaux nettoyés. Chemin photo inspecté. Appareil de 22 mois.,Bourrage photo uniquement documents OK rouleaux nettoyés chemin photo inspecté.,Printer,Medium
REC0339,Le port USB 3.0 de mon ZBook ne fonctionne plus. USB 2.0 OK. Périphériques USB 3.0 non détectés. Pilotes contrôleur USB à jour. Port inspecté.,USB 3.0 non fonctionnel 2.0 OK périphériques non détectés pilotes à jour port inspecté.,Hardware,Medium
REC0340,Mon LaserJet Pro imprime avec fond bleu pâle. Densité ajustée. Tambour nettoyé. Toner cyan vérifié. Calibration couleur effectuée. Appareil de 27 mois garantie expirée.,Fond bleu pâle densité ajustée tambour nettoyé cyan vérifié calibration faite.,Printer,Medium
REC0341,Mon ProBook affiche écran bleu IRQL_NOT_LESS_OR_EQUAL. Pilote réseau suspecté. Réinstallation sans effet. Carte réseau désactivée pas d'écran bleu. Problème confirmé.,Écran bleu IRQL pilote réseau suspecté réinstallé sans effet carte off OK confirmé.,Software,High
REC0342,Mon imprimante OfficeJet refuse papier glacé 200g/m². Spécifications indiquent support 220g/m². Paramètres ajustés. Rouleaux nettoyés. Appareil de 14 mois.,Glacé 200g/m² refusé specs 220g/m² paramètres ajustés rouleaux nettoyés.,Printer,Medium
REC0343,Le touchpad de mon Pavilion défile trop lentement. Paramètres vitesse maximum. Pilotes réinstallés. Souris externe vitesse normale. Problème touchpad uniquement.,Touchpad défilement lent paramètres max pilotes réinstallés souris normale touchpad uniquement.,Hardware,Low
REC0344,Mon EliteBook ne reconnaît plus station d'accueil USB-C. Thunderbolt fonctionne. Station testée autre laptop OK. Pilotes USB-C réinstallés. Port inspecté. Garantie active.,Station USB-C non reconnue Thunderbolt OK station testée OK pilotes réinstallés port inspecté.,Hardware,High
REC0345,Mon imprimante ZBook imprime avec couleurs inversées partiellement. Rouge devient cyan zones aléatoires. Profil couleur vérifié. Calibration effectuée. Appareil de 18 mois.,Couleurs inversées partiellement rouge cyan zones aléatoires profil vérifié calibration faite.,Printer,High
REC0346,Mon LaserJet Pro affiche erreur porte principale ouverte alors que fermée. Capteur porte nettoyé. Mécanisme fermeture vérifié. Impression bloquée. Appareil de 24 mois.,Erreur porte principale ouverte fermée capteur nettoyé mécanisme vérifié impression bloquée.,Printer,Critical
REC0347,Mon ProBook charge batterie très lentement 10 heures 100%. Chargeur d'origine. Testé autre chargeur même résultat. Batterie santé 88%. Problème progressif.,Charge lente 10h origine autre testé santé 88% progressif.,Hardware,High
REC0348,Mon imprimante OfficeJet imprime avec décalage vertical progressif. Début page OK fin décalée 1cm. Alignement effectué. Rouleaux vérifiés. Appareil de 19 mois.,Décalage vertical progressif début OK fin 1cm alignement fait rouleaux vérifiés.,Printer,High
REC0349,Le Bluetooth de mon ProBook ne se désactive plus. Bouton paramètres grisé. Gestionnaire périphériques erreur code 19. Désinstallation impossible. Problème depuis MAJ.,Bluetooth non désactivable erreur code 19 désinstallation impossible post MAJ.,Software,Medium
REC0350,Mon Pavilion affiche notification Windows Defender désactivé. Réactivation échoue. Service démarrage manuel échoue. Autres antivirus installent normalement.,Windows Defender désactivé réactivation échoue service échoue autres antivirus OK.,Software,High
REC0351,Mon imprimante EliteBook imprime codes QR avec coins arrondis. Résolution maximale. Différents générateurs testés. Impression PDF QR OK. Appareil de 15 mois.,QR coins arrondis résolution max générateurs testés PDF OK.,Printer,Medium
REC0352,Mon ZBook ne sort plus de veille écran fermé ouvert. Bouton power nécessaire. Paramètres couvercle vérifiés. Capteur testé. Problème depuis MAJ pilote.,Veille écran fermé ouvert bloquée power nécessaire paramètres vérifiés capteur testé post MAJ.,Hardware,Medium
REC0353,Mon LaserJet Pro imprime pages avec zones grises verticales. Tambour nettoyé. Toner secoué. Densité ajustée. Problème intermittent. Appareil de 28 mois garantie expirée.,Zones grises verticales tambour nettoyé toner secoué densité ajustée intermittent.,Printer,Medium
REC0354,Mon ProBook affiche message erreur Smart Failure imminente. Sauvegarde effectuée. SMART status warning. Secteurs réalloués augmentent. Remplacement urgent. Garantie active.,Smart Failure imminente sauvegarde faite status warning secteurs augmentent remplacement urgent.,Hardware,Critical
REC0355,Mon imprimante OfficeJet imprime enveloppes avec plis coin inférieur. Reste enveloppe OK. Chemin ajusté. Température four minimum. Différents types testés. Appareil de 21 mois.,Enveloppes plis coin inférieur reste OK chemin ajusté température min types testés.,Printer,Low
REC0356,Le WiFi de mon EliteBook fonctionne uniquement canal 11. Autres canaux déconnexion. Routeur configuré auto. Carte compatible tous canaux. Drivers réinstallés.,WiFi canal 11 uniquement autres déconnexion routeur auto carte compatible drivers réinstallés.,Network,Medium
REC0357,Mon Pavilion ne démarre plus. Voyant alimentation clignote 2 fois. Code indique erreur BIOS. Réinitialisation BIOS sans effet. Batterie déconnectée même code. Garantie active.,Démarrage impossible voyant 2x code BIOS reset sans effet batterie off même code.,Hardware,Critical
REC0358,Mon imprimante ZBook imprime avec traînées encre verticales bord droit. Têtes nettoyées 35 fois. Cartouches neuves. Éponges saturées. Appareil de 36 mois garantie expirée.,Traînées encre verticales droit têtes 35x cartouches neuves éponges saturées.,Printer,High
REC0359,Mon LaserJet Pro affiche erreur 13 bourrage papier bac 2. Bac 1 OK. Aucun papier trouvé bac 2. Capteurs nettoyés. Réinitialisation sans effet. Appareil de 25 mois.,Erreur 13 bourrage bac 2 bac 1 OK aucun papier capteurs nettoyés reset sans effet.,Printer,High
REC0360,Le touchscreen de mon ProBook répond uniquement coin supérieur gauche. Reste écran non réactif. Calibration effectuée. Pilotes tactiles réinstallés. Zone active 10%. Garantie active.,Touchscreen coin supérieur gauche uniquement reste mort calibré pilotes réinstallés zone 10%.,Hardware,Critical
REC0361,Mon OfficeJet Pro imprime photos avec dominante jaune. Documents texte couleurs OK. Profil couleur réinstallé. Calibration effectuée. Cartouches couleur neuves. Appareil de 23 mois.,Photos dominante jaune texte OK profil réinstallé calibration cartouches neuves.,Printer,Medium
REC0362,Mon EliteBook charge batterie puis s'éteint à 95%. Redémarrage nécessaire. Paramètres alimentation vérifiés. Batterie santé bonne. Problème depuis MAJ BIOS.,Charge 95% puis éteint redémarrage nécessaire paramètres vérifiés santé bonne post MAJ BIOS.,Hardware,High
REC0363,Mon imprimante Pavilion bourre papier zone fusion systématiquement. Rouleaux fusion remplacés. Capteurs nettoyés. Four inspecté. Appareil de 23 mois garantie expirée.,Bourrage fusion systématique rouleaux fusion neufs capteurs nettoyés four inspecté.,Printer,Critical
REC0364,Le port HDMI de mon ZBook affiche image mais pas de son HDMI. Son haut-parleurs internes OK. Périphérique HDMI audio détecté non fonctionnel. Câble testé OK.,HDMI image OK son absent HP internes OK périphérique détecté non fonctionnel câble testé.,Hardware,Medium
REC0365,Mon LaserJet Pro imprime avec lignes blanches verticales larges. Espacement irrégulier. Tambour remplacé sans amélioration. Toner secoué. Appareil de 29 mois garantie expirée.,Lignes blanches verticales larges irrégulier tambour neuf toner secoué.,Printer,High
REC0366,Mon ProBook affiche écran bleu KERNEL_SECURITY_CHECK_FAILURE. Mémoire testée OK. Disque vérifié sans erreur. Problème aléatoire 4 fois par semaine. Pilotes à jour.,Écran bleu KERNEL_SECURITY mémoire OK disque OK 4/semaine pilotes à jour.,Software,Critical
REC0367,Mon imprimante OfficeJet refuse papier cartonné 220g/m².
